,Dropped,RMSE,Diff from Base
511,"[524, 692, 1183, 1299, 31, 496, 534, 917, 969]",0.118258758391,-0.00677390943776
273,"[524, 692, 1299, 31, 917]",0.118263067174,-0.00676960065425
168,"[524, 1299, 31, 917]",0.118284845772,-0.00674782205671
471,"[524, 692, 1183, 1299, 31, 917, 969]",0.118292400292,-0.0067402675363
508,"[524, 692, 1299, 31, 496, 534, 917, 969]",0.118346049721,-0.00668661810761
417,"[524, 1183, 1299, 31, 496, 534]",0.118363181817,-0.00666948601135
166,"[524, 1299, 31, 496]",0.118368725409,-0.00666394241971
151,"[524, 1183, 1299, 31]",0.118440499989,-0.00659216783951
256,"[524, 692, 1183, 1299, 31]",0.118446238259,-0.0065864295692
383,"[524, 692, 1183, 1299, 31, 534]",0.11845422307,-0.00657844475844
382,"[524, 692, 1183, 1299, 31, 496]",0.11846126214,-0.00657140568862
292,"[524, 1183, 1299, 31, 534]",0.118467701939,-0.00656496588944
405,"[524, 692, 1299, 31, 534, 917]",0.11852335527,-0.00650931255889
271,"[524, 692, 1299, 31, 496]",0.1185260864,-0.00650658142901
59,"[524, 1299, 31]",0.118545680779,-0.00648698704966
466,"[524, 692, 1183, 1299, 31, 496, 534]",0.118557655413,-0.0064750124161
136,"[524, 692, 1299, 31]",0.118560084264,-0.00647258356434
419,"[524, 1183, 1299, 31, 496, 969]",0.118573054773,-0.00645961305572
402,"[524, 692, 1299, 31, 496, 534]",0.118592727873,-0.00643993995592
404,"[524, 692, 1299, 31, 496, 969]",0.118596718829,-0.00643594899955
167,"[524, 1299, 31, 534]",0.118605023654,-0.00642764417433
272,"[524, 692, 1299, 31, 534]",0.11863034726,-0.00640232056846
488,"[524, 1183, 1299, 31, 496, 534, 969]",0.118634241053,-0.00639842677556
468,"[524, 692, 1183, 1299, 31, 496, 969]",0.118634438512,-0.00639822931644
503,"[524, 692, 1183, 1299, 31, 496, 534, 969]",0.118685056818,-0.00634761101042
313,"[524, 1299, 31, 496, 969]",0.118731942848,-0.00630072498034
311,"[524, 1299, 31, 496, 534]",0.118735413387,-0.00629725444165
433,"[524, 1299, 31, 496, 534, 969]",0.118758189356,-0.0062744784731
482,"[524, 692, 1299, 31, 496, 534, 969]",0.118763375106,-0.00626929272243
484,"[524, 692, 1299, 31, 534, 917, 969]",0.118782651149,-0.00625001667983
422,"[524, 1183, 1299, 31, 917, 969]",0.11880908715,-0.00622358067866
169,"[524, 1299, 31, 969]",0.118819070398,-0.00621359743073
490,"[524, 1183, 1299, 31, 534, 917, 969]",0.118833526986,-0.00619914084247
435,"[524, 1299, 31, 534, 917, 969]",0.118888508613,-0.00614415921604
483,"[524, 692, 1299, 31, 496, 917, 969]",0.118896867987,-0.00613579984183
467,"[524, 692, 1183, 1299, 31, 496, 917]",0.118903506858,-0.0061291609709
294,"[524, 1183, 1299, 31, 969]",0.118996422583,-0.00603624524514
385,"[524, 692, 1183, 1299, 31, 969]",0.119014272685,-0.00601839514409
470,"[524, 692, 1183, 1299, 31, 534, 969]",0.119039051155,-0.00599361667347
421,"[524, 1183, 1299, 31, 534, 969]",0.119040191514,-0.00599247631438
505,"[524, 692, 1183, 1299, 31, 534, 917, 969]",0.119063107137,-0.00596956069208
407,"[524, 692, 1299, 31, 917, 969]",0.119093008925,-0.00593965890379
274,"[524, 692, 1299, 31, 969]",0.11909899247,-0.00593367535908
362,"[1183, 1299, 31, 496, 917]",0.119104594019,-0.00592807380959
406,"[524, 692, 1299, 31, 534, 969]",0.119145177704,-0.00588749012466
315,"[524, 1299, 31, 534, 969]",0.11918689202,-0.00584577580818
494,"[692, 1183, 1299, 31, 496, 534, 917]",0.119240503388,-0.00579216444086
504,"[524, 692, 1183, 1299, 31, 496, 917, 969]",0.119308133758,-0.00572453407038
459,"[1183, 1299, 31, 496, 534, 917]",0.119312058298,-0.00572060953034
510,"[692, 1183, 1299, 31, 496, 534, 917, 969]",0.119316636185,-0.00571603164358
501,"[1183, 1299, 31, 496, 534, 917, 969]",0.11932666101,-0.00570600681874
500,"[692, 1299, 31, 496, 534, 917, 969]",0.119348157875,-0.0056845099534
242,"[1299, 31, 496, 917]",0.119362965806,-0.00566970202288
316,"[524, 1299, 31, 917, 969]",0.11938772403,-0.00564494379892
461,"[1183, 1299, 31, 496, 917, 969]",0.119447585388,-0.00558508244025
387,"[524, 692, 1183, 1299, 496, 917]",0.119449006958,-0.00558366087112
378,"[1299, 31, 496, 917, 969]",0.119457296012,-0.0055753718166
376,"[1299, 31, 496, 534, 917]",0.119474620476,-0.00555804735268
152,"[524, 1183, 1299, 496]",0.119534996014,-0.0054976718143
257,"[524, 692, 1183, 1299, 496]",0.119540125328,-0.00549254250112
423,"[524, 1183, 1299, 496, 534, 917]",0.119553228912,-0.00547943891655
472,"[524, 692, 1183, 1299, 496, 534, 917]",0.119556608086,-0.0054760597429
347,"[692, 1299, 31, 496, 917]",0.119567644701,-0.00546502312742
465,"[1299, 31, 496, 534, 917, 969]",0.119579529812,-0.00545313801645
296,"[524, 1183, 1299, 496, 917]",0.119596430385,-0.00543623744358
171,"[524, 1299, 496, 917]",0.119624899187,-0.0054077686417
110,"[1299, 31, 496]",0.119641142308,-0.00539152552111
453,"[692, 1299, 31, 496, 534, 917]",0.119644290747,-0.00538837708126
317,"[524, 1299, 496, 534, 917]",0.1197102211,-0.0053224467282
408,"[524, 692, 1299, 496, 534, 917]",0.119723130786,-0.00530953704263
425,"[524, 1183, 1299, 496, 917, 969]",0.119756304706,-0.005276363123
377,"[1299, 31, 496, 534, 969]",0.119759659594,-0.0052730082346
154,"[524, 1183, 1299, 917]",0.11977028799,-0.00526237983817
495,"[692, 1183, 1299, 31, 496, 534, 969]",0.119788114378,-0.00524455345067
474,"[524, 692, 1183, 1299, 496, 917, 969]",0.119789099647,-0.00524356818204
363,"[1183, 1299, 31, 496, 969]",0.119794477732,-0.00523819009712
410,"[524, 692, 1299, 496, 917, 969]",0.119797998999,-0.00523466883005
386,"[524, 692, 1183, 1299, 496, 534]",0.119798913572,-0.00523375425642
295,"[524, 1183, 1299, 496, 534]",0.11981030152,-0.00522236630838
130,"[524, 692, 1183, 1299]",0.119823607366,-0.00520906046254
53,"[524, 1183, 1299]",0.119830261297,-0.0052024065321
137,"[524, 692, 1299, 496]",0.119837120701,-0.00519554712771
241,"[1299, 31, 496, 534]",0.119844793674,-0.00518787415476
455,"[692, 1299, 31, 496, 917, 969]",0.119846965665,-0.00518570216359
258,"[524, 692, 1183, 1299, 534]",0.119858182927,-0.00517448490171
60,"[524, 1299, 496]",0.11986577895,-0.00516688887832
153,"[524, 1183, 1299, 534]",0.119869151583,-0.00516351624537
139,"[524, 692, 1299, 917]",0.119889876598,-0.00514279123047
259,"[524, 692, 1183, 1299, 917]",0.119902723244,-0.00512994458506
460,"[1183, 1299, 31, 496, 534, 969]",0.11990722961,-0.00512543821859
62,"[524, 1299, 917]",0.119912322497,-0.00512034533132
440,"[692, 1183, 1299, 31, 496, 969]",0.11992376353,-0.0051089042988
275,"[524, 692, 1299, 496, 534]",0.119924425676,-0.00510824215218
170,"[524, 1299, 496, 534]",0.119927936857,-0.00510473097152
278,"[524, 692, 1299, 534, 917]",0.119929782455,-0.00510288537341
80,"[692, 1299, 31]",0.119930102,-0.00510256582832
348,"[692, 1299, 31, 496, 969]",0.119932020462,-0.00510064736636
47,"[524, 692, 1299]",0.119933023771,-0.0050996440579
276,"[524, 692, 1299, 496, 917]",0.119939707819,-0.00509296000954
326,"[692, 1183, 1299, 31, 496]",0.11994717315,-0.00508549467822
454,"[692, 1299, 31, 496, 534, 969]",0.119947479293,-0.00508518853614
12,"[524, 1299]",0.119956094356,-0.00507657347291
